id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
109010,Elena,Ortiz,CC,5984071752,1984-06-21,2026-07-05,Basico,499.0,Lima,Peru,Activo,Oficina
109011,Elizabeth,Camargo,CC,6938950200,2004-07-19,2025-12-21,Estandar,623.0,Cali,Colombia,Activo,Portal Web
109012,Víctor,Castrillón,CC,2956426245,2008-05-31,2026-05-10,Basico,616.0,Santiago,Chile,Activo,Corresponsal Bancario
109013,Luis,González,CC,4761540012,1986-11-08,2026-07-28,Basico,536.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
109014,José,Molina,CC,1434182453,1990-09-30,2025-10-23,Premium,501.0,Buenos Aires,Argentina,Activo,Portal Web
109015,Humberto,Delgado,CC,6772243390,2000-05-02,2026-05-14,Estandar,699.0,Barranquilla,Colombia,Activo,Oficina
109016,Rosalba,Ruiz,CC,4223101251,2008-08-31,2026-02-19,Estandar,682.0,Cali,Colombia,Activo,App Movil
109017,Carmen,Torres,CC,7079003022,1996-12-31,2026-06-24,Estandar,533.0,Ciudad de Mexico,Mexico,Activo,App Movil
109018,Yaneth,Pérez,CC,7931663241,1990-10-23,2026-03-27,Elite,575.0,Bogota,Colombia,Activo,Corresponsal Bancario
109019,Estiven,Rodríguez,CC,8147841523,1981-07-13,2025-09-16,Estandar,766.0,Santiago,Chile,Activo,Corresponsal Bancario
109020,Edith,Caicedo,CC,8031243870,1986-08-21,2026-05-12,Basico,562.0,Cali,Colombia,Activo,Oficina
109021,Ana,Medina,CC,3140278491,1968-12-18,2025-12-14,Premium,667.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
109022,Alberto,Vega,CC,3729745935,2001-01-24,2026-05-30,Basico,631.0,Buenos Aires,Argentina,Activo,Portal Web
109023,Erika,Toro,CC,6294204763,1978-09-07,2025-12-26,Estandar,700.0,Lima,Peru,Activo,Corresponsal Bancario
109024,Cristina,Guerra,CC,1120514498,1988-01-17,2025-12-19,Basico,564.0,Cali,Colombia,Activo,Corresponsal Bancario
109025,Yaneth,Restrepo,CC,7885710127,1979-10-10,2026-01-24,Estandar,659.0,Medellin,Colombia,Activo,App Movil
109026,Cristian,Jaramillo,CC,8645167885,1994-04-12,2026-01-13,Premium,666.0,Buenos Aires,Argentina,Activo,Oficina
109027,Mauricio,Arias,CC,1809701315,1976-06-10,2026-05-22,Basico,673.0,Lima,Peru,Activo,App Movil
109028,James,Soto,CC,0627297412,1985-06-06,2025-10-31,Premium,657.0,Lima,Peru,Activo,Portal Web
109029,Yazmín,Vélez,CC,2223423223,1996-10-03,2026-03-19,Basico,684.0,Lima,Peru,Activo,Corresponsal Bancario
109030,María,Rico,CC,7012682133,1989-05-07,2025-10-13,Premium,869.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109031,Alba,Niño,CC,7436223982,1990-10-25,2026-05-16,Premium,906.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109032,Lidia,Rodríguez,CC,6294397242,1983-04-28,2025-09-22,Premium,586.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
109033,Rosa,Jaramillo,CC,4629075227,2002-11-10,2025-12-20,Basico,418.0,Guadalajara,Mexico,Inactivo,Portal Web
109034,Geraldine,Riascos,CC,8871436539,1988-10-24,2025-09-18,Estandar,709.0,Lima,Peru,Activo,Corresponsal Bancario
109035,Alejandra,Restrepo,CC,7032884044,1984-01-31,2025-09-03,Elite,668.0,Cali,Colombia,Activo,Corresponsal Bancario
109036,Ruby,Mosquera,CC,5948367920,1988-06-22,2026-04-05,Premium,756.0,Bogota,Colombia,Activo,App Movil
109037,Luis,Vanegas,CC,5612107579,1972-07-12,2026-03-05,Basico,678.0,Medellin,Colombia,Activo,App Movil
109038,Patricia,Velásquez,CC,2661701363,1979-07-08,2026-07-08,Estandar,655.0,Barranquilla,Colombia,Activo,Oficina
109039,Edwin,Torres,CC,0465229782,1989-02-26,2025-12-10,Elite,762.0,Medellin,Colombia,Activo,Portal Web
109040,Luis,Restrepo,CC,5359482716,1986-05-08,2026-03-03,Estandar,776.0,Santiago,Chile,Activo,Oficina
109041,Luis,Hernández,CC,3385166318,1985-03-14,2026-01-14,Estandar,511.0,Bogota,Colombia,Activo,Portal Web
109042,Lina,Cortés,CC,4134570817,1984-08-26,2026-04-14,Basico,568.0,Buenos Aires,Argentina,Activo,App Movil
109043,Elsy,Duarte,CC,3433747994,2008-03-08,2026-01-19,Estandar,639.0,Medellin,Colombia,Activo,App Movil
109044,César,Estrada,CC,5309527613,1992-06-08,2026-08-16,Estandar,659.0,Buenos Aires,Argentina,Activo,Portal Web
109045,Luis,Bravo,CC,5634743828,2006-08-23,2025-10-31,Estandar,627.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
109046,Daniel,Hernández,CC,9978545550,1973-05-26,2025-10-18,Basico,693.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109047,Ramón,Quiroga,CC,1587904806,1989-09-07,2025-09-12,Basico,749.0,Medellin,Colombia,Activo,Portal Web
109048,María,Castillo,CC,9244939231,1991-07-31,2026-08-07,Basico,822.0,Bogota,Colombia,Activo,Portal Web
109049,Luis,Rodríguez,CC,9046840894,1977-09-19,2025-09-20,Estandar,,Cali,,Activo,Oficina
109050,William,Beltrán,CC,3474797978,1982-12-21,2025-11-04,Basico,564.0,Cali,Colombia,Activo,App Movil
109051,Milena,Palacios,CC,6245831409,2002-04-05,2026-05-29,Basico,635.0,Buenos Aires,Argentina,Activo,App Movil
109052,Martha,Henao,CC,1472703939,1988-11-23,2025-12-31,Basico,642.0,Barranquilla,Colombia,Activo,App Movil
109053,Consuelo,Núñez,CC,9835336229,1993-03-15,2026-01-31,Estandar,701.0,Guadalajara,Mexico,Activo,Oficina
109054,Ruby,Correa,CC,0637932554,2008-05-16,2026-05-23,Estandar,,Santiago,,Activo,Oficina
109055,Carlos,Gómez,CC,1845862391,1996-11-04,2026-04-17,Estandar,855.0,Santiago,Chile,Activo,Portal Web
109056,Elena,Giraldo,CC,7434146717,1991-04-24,2026-02-16,Basico,603.0,Medellin,Colombia,Activo,Corresponsal Bancario
109057,Jesús,García,CC,6452735290,1990-05-11,2026-05-28,Elite,688.0,Lima,Peru,Activo,Corresponsal Bancario
109058,Patricia,Rojas,CC,3694645944,2006-07-24,2026-06-02,Basico,885.0,Barranquilla,Colombia,Activo,Portal Web
109059,Juliana,Rodríguez,CC,0177675200,1974-10-01,2025-12-06,Basico,591.0,Buenos Aires,Argentina,Activo,Portal Web
109060,Cristina,Escobar,CC,4115299264,1990-01-29,2026-01-19,Basico,664.0,Lima,Peru,Activo,Corresponsal Bancario
109061,Viviana,Velásquez,CC,4108672403,1988-07-21,2026-05-17,Estandar,555.0,Bogota,Colombia,Activo,Corresponsal Bancario
109062,María,Barrios,CC,4658787476,1984-03-08,2026-07-29,Basico,658.0,Lima,Peru,Activo,Oficina
109063,José,Fajardo,CC,9329863273,1997-12-11,2026-05-28,Basico,571.0,Santiago,Chile,Activo,App Movil
109064,Adalberto,Arboleda,CC,2982988380,1983-03-23,2026-02-21,Basico,754.0,Guadalajara,Mexico,Activo,Portal Web
109065,Sebastián,Castro,CC,6993769708,1993-08-12,2026-05-21,Premium,664.0,Santiago,Chile,Activo,Oficina
109066,Libia,Pérez,CC,5675849319,1998-10-25,2026-02-16,Basico,556.0,Bogota,Colombia,Activo,Corresponsal Bancario
109067,Amelia,Gutiérrez,CC,6271417222,1981-12-29,2026-04-21,Basico,734.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109068,Evelio,Vargas,CC,4867828853,1971-09-07,2026-08-29,Basico,667.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
109069,Michel,Cortés,CC,3814962340,1979-11-17,2025-10-29,Premium,745.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109070,Jesús,Gallego,CC,1646671934,1977-08-28,2026-05-20,Estandar,535.0,Bogota,Colombia,Activo,Corresponsal Bancario
109071,Humberto,Gamboa,CC,2986248292,1995-04-14,2026-03-28,Basico,686.0,Buenos Aires,Argentina,Activo,App Movil
109072,Rosa,Roa,CC,4322711523,2008-05-06,2026-02-18,Basico,727.0,Barranquilla,Colombia,Inactivo,Oficina
109073,Kevin,Romero,CC,7814818020,1970-11-14,2026-03-04,Estandar,607.0,Bogota,Colombia,Activo,Corresponsal Bancario
109074,Aura,Triana,CC,0582799140,1963-11-13,2026-08-24,Estandar,524.0,Ciudad de Mexico,Mexico,Activo,Portal Web
109075,Beatriz,González,CC,8690563804,1970-03-10,2026-02-18,Estandar,645.0,Cali,Colombia,Activo,App Movil
109076,María,Suárez,CC,5252654606,1993-08-08,2026-05-18,Estandar,772.0,Santiago,Chile,Activo,Portal Web
109077,Janneth,Díaz,CC,8883345809,2001-10-02,2025-11-18,Basico,762.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109078,Karol,Garzón,CC,3095675503,2001-04-06,2026-04-17,Estandar,607.0,Santiago,Chile,Activo,Oficina
109079,Lida,Rubio,CC,6478913390,2007-10-19,2026-05-13,Basico,521.0,Cali,Colombia,Activo,Corresponsal Bancario
109080,María,Suárez,CC,2869110506,1990-03-03,2026-06-22,Premium,606.0,Cali,Colombia,Activo,Corresponsal Bancario
109081,Jhonatan,Ardila,CC,3587766316,1969-04-22,2026-08-29,Estandar,603.0,Santiago,Chile,Activo,Portal Web
109082,Patricia,León,CC,6405376704,1989-12-20,2026-04-18,Elite,694.0,Bogota,Colombia,Activo,Corresponsal Bancario
109083,Ana,González,CC,6125206057,1984-11-14,2026-01-06,Estandar,639.0,Cali,Colombia,Activo,Oficina
109084,Juan,Torres,CC,1214885145,1971-11-03,2025-09-20,Basico,574.0,Santiago,Chile,Inactivo,App Movil
109085,Armando,Benavides,CC,5605607377,1992-09-10,2026-01-24,Basico,760.0,Lima,Peru,Activo,Corresponsal Bancario
109086,Yair,Burgos,CC,1882420512,1963-11-13,2026-01-24,Estandar,664.0,Bogota,Colombia,Activo,Corresponsal Bancario
109087,Katherine,Moreno,CC,2061941737,1964-11-28,2026-08-19,Basico,693.0,Medellin,Colombia,Activo,Oficina
109088,Alfonso,López,CC,4421402092,1990-04-27,2025-10-25,Basico,477.0,Cali,Colombia,Activo,Portal Web
109089,Patricia,Martínez,CC,2834863557,1995-05-30,2026-08-14,Estandar,407.0,Bogota,Colombia,Activo,Oficina
109090,Pablo,Rengifo,CC,7543729541,1979-10-10,2026-05-09,Premium,506.0,Bogota,Colombia,Activo,Corresponsal Bancario
109091,Alejandro,Pérez,CC,5211169736,1993-03-06,2026-06-28,Basico,601.0,Lima,Peru,Activo,App Movil
109092,Yenny,Ortiz,CC,8004386526,2002-06-12,2026-04-19,Basico,707.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109093,Guillermo,Gutiérrez,CC,8605390090,1972-10-29,2025-09-11,Basico,415.0,Cali,Colombia,Activo,App Movil
109094,Gilberto,Castrillón,CC,8481369565,1974-06-26,2025-11-18,Elite,809.0,Barranquilla,Colombia,Activo,Oficina
109095,Roberto,Herrera,CC,6663308025,1987-02-19,2026-03-04,Premium,667.0,Medellin,Colombia,Activo,App Movil
109096,Rocío,Correa,CC,1676987514,2004-04-14,2026-03-08,Basico,786.0,Lima,Peru,Activo,Portal Web
109097,Miguel,Muñoz,CC,6062510482,2003-04-18,2025-10-23,Elite,561.0,Buenos Aires,Argentina,Activo,App Movil
109098,Rafael,Martínez,CC,7454696626,1987-08-13,2026-02-21,Estandar,700.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109099,Margarita,Montoya,CC,7301231995,1994-03-20,2026-06-12,Basico,658.0,Medellin,Colombia,Activo,Corresponsal Bancario
109100,Antonio,Medina,CC,2697955360,1993-03-12,2026-03-02,Basico,,Lima,,Activo,Corresponsal Bancario
109101,Amanda,Córdoba,CC,2197658860,1976-03-10,2026-04-11,Estandar,626.0,Lima,Peru,Activo,App Movil
109102,Camilo,González,CC,2511339897,1980-02-07,2026-06-13,Basico,697.0,Medellin,Colombia,Activo,Portal Web
109103,Irene,Gallego,CC,0941684061,1972-06-01,2026-03-10,Basico,760.0,Buenos Aires,Argentina,Activo,Oficina
109104,Esteban,Ramos,CC,3635619062,1999-09-14,2026-04-01,Basico,584.0,Barranquilla,Colombia,Activo,App Movil
109105,Tomás,Ríos,CC,6006511680,1992-11-26,2026-07-11,Basico,674.0,Cali,Colombia,Activo,App Movil
109106,Danny,Torres,CC,4137592612,1979-04-11,2026-06-25,Basico,461.0,Bogota,Colombia,Activo,Oficina
109107,Manuela,Bolívar,CC,4079820633,1983-08-16,2026-01-29,Basico,720.0,Guadalajara,Mexico,Activo,Oficina
109108,Diana,Vergara,CC,6792642071,1970-07-31,2026-03-09,Premium,845.0,Bogota,Colombia,Activo,Oficina
109109,Carolina,López,CC,3871270839,1982-11-29,2026-02-12,Basico,525.0,Guadalajara,Mexico,Activo,App Movil
109110,Yineth,Pinzón,CC,5348713408,1965-10-30,2026-06-24,Basico,640.0,Buenos Aires,Argentina,Activo,Portal Web
109111,Iván,Ospina,CC,5713495522,1982-05-20,2026-03-20,Premium,738.0,Cali,Colombia,Activo,App Movil
109112,César,Galindo,CC,5765007449,1975-11-02,2026-08-16,Premium,653.0,Medellin,Colombia,Activo,App Movil
109113,Diana,Sánchez,CC,2347190574,1991-10-02,2026-08-15,Basico,666.0,Santiago,Chile,Activo,Corresponsal Bancario
109114,Paola,Marín,CC,3215440987,1987-10-15,2026-08-14,Basico,610.0,Bogota,Colombia,Inactivo,App Movil
109115,Beatriz,González,CC,2619989052,1978-08-26,2026-03-08,Premium,607.0,Bogota,Colombia,Activo,Portal Web
109116,Emiro,Córdoba,CC,8148871069,1968-11-13,2025-10-11,Basico,641.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
109117,Ruth,Serrano,CC,2514658926,1980-05-30,2025-11-28,Basico,654.0,Guadalajara,Mexico,Activo,Oficina
109118,Gabriel,Beltrán,CC,6317771813,1989-04-17,2025-09-25,Basico,531.0,Cali,Colombia,Activo,Portal Web
109119,María,Rivera,CC,2126834231,1971-09-28,2026-08-14,Basico,643.0,Santiago,Chile,Activo,Portal Web
109120,Alexis,Castellanos,CC,6005874994,2007-11-17,2026-04-10,Basico,806.0,Barranquilla,Colombia,Activo,App Movil
109121,Wilson,Chávez,CC,1102903668,2006-06-03,2025-09-02,Basico,608.0,Guadalajara,Mexico,Activo,Portal Web
109122,Ernesto,Rodríguez,CC,7419838773,1979-12-08,2026-06-14,Estandar,526.0,Bogota,Colombia,Activo,Portal Web
109123,Paola,Contreras,CC,9878111327,1987-10-10,2025-10-03,Basico,,Guadalajara,,Activo,Portal Web
109124,Hernán,Sepúlveda,CC,5821062612,1980-12-15,2026-01-31,Basico,578.0,Santiago,Chile,Activo,Oficina
109125,Kelly,Gutiérrez,CC,8926026249,1987-12-18,2025-10-21,Estandar,516.0,Santiago,Chile,Activo,Oficina
109126,Humberto,Franco,CC,7249580695,1982-01-23,2026-04-10,Estandar,663.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109127,Fernanda,Hernández,CC,3315413938,1998-06-30,2025-09-05,Premium,578.0,Medellin,Colombia,Activo,Corresponsal Bancario
109128,Maritza,Prieto,CC,7970354915,1981-12-23,2026-08-25,Elite,587.0,Santiago,Chile,Activo,Corresponsal Bancario
109129,Fabio,Zapata,CC,1404445376,1977-06-09,2026-03-27,Estandar,665.0,Bogota,Colombia,Activo,Oficina
109130,Luz,Durán,CC,0677330665,1974-04-24,2025-11-16,Estandar,496.0,Ciudad de Mexico,Mexico,Activo,Oficina
109131,Rigoberto,Salazar,CC,2126137164,1964-04-11,2026-01-19,Estandar,475.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109132,María,Sánchez,CC,4873570007,1986-01-16,2026-07-29,Basico,717.0,Lima,Peru,Activo,Portal Web
109133,Patricia,Pardo,CC,6917418786,1984-12-31,2026-07-04,Basico,456.0,Cali,Colombia,Activo,Oficina
109134,Jaime,López,CC,4873146010,2007-05-06,2026-04-15,Basico,552.0,Bogota,Colombia,Activo,Corresponsal Bancario
109135,Johana,Morales,CC,5314301711,1994-12-17,2025-10-18,Estandar,470.0,Medellin,Colombia,Activo,Oficina
109136,María,Quintero,CC,3852772828,1991-01-25,2026-02-02,Estandar,601.0,Ciudad de Mexico,Mexico,Activo,Portal Web
109137,Carlos,Mesa,CC,5855122449,1976-04-06,2026-03-18,Estandar,692.0,Ciudad de Mexico,Mexico,Activo,App Movil
109138,Yaneth,Guzmán,CC,8709346744,1996-04-04,2026-01-10,Premium,661.0,Cali,Colombia,Activo,Portal Web
109139,Edgar,Gutiérrez,CC,6909363662,1978-11-25,2026-07-13,Elite,889.0,Bogota,Colombia,Activo,Portal Web
109140,Luz,Cardona,CC,0427877112,1989-07-24,2026-02-15,Basico,758.0,Ciudad de Mexico,Mexico,Activo,Oficina
109141,Anderson,Murcia,CC,1613168881,1991-02-15,2026-02-07,Basico,556.0,Barranquilla,Colombia,Activo,Portal Web
109142,Armando,Rojas,CC,9017855665,1985-10-31,2026-01-21,Basico,530.0,Medellin,Colombia,Inactivo,Portal Web
109143,Bertha,Gómez,CC,7120813324,1992-10-23,2026-03-13,Basico,920.0,Guadalajara,Mexico,Activo,App Movil
109144,Martha,Sánchez,CC,4960133485,1993-11-28,2026-06-17,Premium,756.0,Lima,Peru,Activo,Corresponsal Bancario
109145,Ángel,Díaz,CC,8190987767,2007-11-08,2026-03-18,Basico,708.0,Guadalajara,Mexico,Activo,App Movil
109146,Nancy,Peña,CC,1947125093,1991-07-09,2026-08-05,Basico,657.0,Medellin,Colombia,Activo,Portal Web
109147,Jair,Martínez,CC,0911165377,1994-06-29,2026-06-23,Estandar,677.0,Santiago,Chile,Activo,Portal Web
109148,Rodrigo,Gutiérrez,CC,2840616328,1995-05-07,2026-08-07,Basico,501.0,Ciudad de Mexico,Mexico,Activo,Portal Web
109149,Brayan,Rojas,CC,6775729854,1983-04-28,2026-03-16,Premium,,Medellin,,Activo,Portal Web
109150,María,Durán,CC,4991891621,1981-06-08,2025-09-27,Elite,657.0,Ciudad de Mexico,Mexico,Activo,Portal Web
109151,Juliana,Sánchez,CC,9382314104,1986-05-16,2026-05-07,Premium,559.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109152,Jorge,Ríos,CC,1561220667,1977-08-16,2026-03-18,Basico,596.0,Cali,Colombia,Activo,App Movil
109153,Patricia,Ruiz,CC,5650467655,1982-05-30,2026-05-22,Elite,801.0,Cali,Colombia,Activo,Corresponsal Bancario
109154,María,Benítez,CC,0572364748,1991-09-13,2026-05-25,Estandar,637.0,Cali,Colombia,Activo,Oficina
109155,Olga,Ávila,CC,9076714623,1993-12-26,2026-01-04,Premium,,Buenos Aires,,Activo,Corresponsal Bancario
109156,Paula,González,CC,8222488458,1985-03-26,2026-02-15,Basico,475.0,Lima,Peru,Activo,Corresponsal Bancario
109157,Paola,Solano,CC,5277113151,1981-10-01,2026-04-19,Estandar,597.0,Medellin,Colombia,Activo,Corresponsal Bancario
109158,Daniel,Mejía,CC,8823551353,1972-01-22,2026-05-16,Premium,495.0,Buenos Aires,Argentina,Activo,App Movil
109159,Gloria,Romero,CC,2351994038,1974-08-17,2026-02-28,Basico,529.0,Medellin,Colombia,Activo,Portal Web
109160,Luz,Solano,CC,7878514538,1995-02-18,2026-07-24,Estandar,567.0,Lima,Peru,Activo,Oficina
109161,Francisco,Velásquez,CC,2838664709,1990-04-29,2026-07-25,Basico,681.0,Medellin,Colombia,Activo,Corresponsal Bancario
109162,José,Peña,CC,6794339595,1980-05-25,2026-04-01,Elite,676.0,Buenos Aires,Argentina,Activo,Portal Web
109163,Miguel,Castro,CC,2314490817,1976-01-17,2025-09-19,Estandar,582.0,Guadalajara,Mexico,Activo,App Movil
109164,Gloria,Arrieta,CC,5803972781,1977-05-05,2026-04-11,Estandar,427.0,Medellin,Colombia,Activo,Corresponsal Bancario
109165,David,Galindo,CC,2364956917,1989-05-03,2025-11-30,Basico,797.0,Bogota,Colombia,Activo,Corresponsal Bancario
109166,Valentina,Meza,CC,4013662206,2004-06-20,2025-10-15,Basico,621.0,Bogota,Colombia,Activo,Oficina
109167,Víctor,Camargo,CC,3606602759,2000-01-24,2026-01-07,Elite,538.0,Santiago,Chile,Activo,App Movil
109168,Ignacio,Vallejo,CC,5425337980,1985-03-06,2025-11-10,Estandar,677.0,Lima,Peru,Activo,Corresponsal Bancario
109169,Alfonso,Mercado,CC,3081695787,1984-07-30,2026-07-21,Estandar,670.0,Cali,Colombia,Activo,Corresponsal Bancario
109170,Milena,Rodríguez,CC,4459830512,2001-09-28,2026-08-03,Estandar,617.0,Santiago,Chile,Inactivo,Corresponsal Bancario
109171,Gloria,Castillo,CC,8707815921,1988-02-13,2026-03-11,Estandar,664.0,Bogota,Colombia,Activo,Portal Web
109172,Andrés,Rivera,CC,7752574641,1981-05-20,2026-02-10,Basico,534.0,Medellin,Colombia,Activo,Corresponsal Bancario
109173,Gerardo,Ospino,CC,4808663164,2002-08-12,2026-06-06,Basico,725.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
109174,Andrés,Molano,CC,9593536103,1975-06-09,2025-12-05,Estandar,550.0,Lima,Peru,Activo,Oficina
109175,Andrés,Suárez,CC,7164456902,1993-02-04,2026-03-30,Elite,589.0,Cali,Colombia,Activo,Portal Web
109176,Humberto,Martínez,CC,5331640079,1973-06-10,2026-05-09,Basico,714.0,Santiago,Chile,Activo,App Movil
109177,Kevin,Flórez,CC,8914976519,1995-04-19,2025-11-05,Basico,770.0,Santiago,Chile,Activo,App Movil
109178,María,López,CC,4993837978,2001-09-06,2026-03-25,Premium,808.0,Santiago,Chile,Activo,App Movil
109179,Johanna,Carrillo,CC,8470797700,1993-12-31,2025-09-23,Estandar,755.0,Medellin,Colombia,Activo,Portal Web
109180,Elizabeth,Sánchez,CC,5276959534,1990-07-07,2026-07-06,Basico,617.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109181,Jesús,González,CC,7443032081,1993-03-14,2026-04-24,Basico,495.0,Bogota,Colombia,Activo,Corresponsal Bancario
109182,Daniel,Gómez,CC,1841864223,1990-11-16,2026-03-28,Basico,790.0,Bogota,Colombia,Activo,App Movil
109183,Elías,Fernández,CC,6053962489,1984-03-24,2025-11-07,Basico,787.0,Cali,Colombia,Activo,Portal Web
109184,Lisbeth,Ruiz,CC,8294871263,1991-03-14,2026-07-13,Estandar,582.0,Bogota,Colombia,Activo,App Movil
109185,Ovidio,Monroy,CC,2672437140,1989-07-14,2026-01-27,Premium,742.0,Buenos Aires,Argentina,Activo,Portal Web
109186,José,Meza,CC,6631892901,2008-08-13,2026-02-07,Estandar,616.0,Cali,Colombia,Activo,App Movil
109187,Paula,Vargas,CC,0140152503,1983-10-25,2026-05-06,Premium,,Buenos Aires,,Activo,Corresponsal Bancario
109188,María,Velasco,CC,0646417313,1990-07-08,2025-12-23,Estandar,598.0,Buenos Aires,Argentina,Activo,App Movil
109189,Nubia,Gómez,CC,9456726811,1969-09-09,2026-07-02,Basico,,Cali,,Activo,Portal Web
109190,Eduardo,Pabón,CC,4145174906,2000-07-13,2026-03-25,Basico,,Ciudad de Mexico,,Activo,Oficina
109191,Lina,Durán,CC,3511401908,2008-04-10,2026-02-21,Basico,829.0,Buenos Aires,Argentina,Activo,Portal Web
109192,Hernán,Pardo,CC,5393138955,1981-01-19,2025-10-27,Estandar,603.0,Buenos Aires,Argentina,Activo,Oficina
109193,Alirio,García,CC,7943655323,1984-05-11,2025-11-19,Basico,690.0,Barranquilla,Colombia,Activo,Portal Web
109194,Milena,Monroy,CC,3791802502,2001-07-26,2026-07-10,Estandar,553.0,Cali,Colombia,Activo,Corresponsal Bancario
109195,Miguel,Burgos,CC,6652826481,2007-05-01,2025-10-15,Elite,734.0,Santiago,Chile,Activo,Oficina
109196,Tatiana,González,CC,2430496856,1970-02-16,2026-02-27,Basico,739.0,Medellin,Colombia,Activo,App Movil
109197,Samuel,Jiménez,CC,4132207108,1972-06-16,2025-12-23,Basico,889.0,Bogota,Colombia,Activo,App Movil
109198,Sebastián,Sánchez,CC,6589284881,2008-02-06,2026-03-02,Basico,698.0,Santiago,Chile,Activo,App Movil
109199,Santiago,Romero,CC,0619292214,1994-02-06,2025-11-14,Basico,722.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
109200,Claudia,Suárez,CC,4764173141,1969-03-29,2026-02-21,Estandar,602.0,Cali,Colombia,Activo,Oficina
109201,Álvaro,Palacios,CC,8783461884,1994-06-29,2025-09-28,Basico,704.0,Ciudad de Mexico,Mexico,Activo,Oficina
109202,Judith,Vargas,CC,4524368017,1993-10-21,2026-05-01,Basico,,Lima,,Activo,Portal Web
109203,Roberto,Martínez,CC,3879700408,1992-01-20,2026-02-08,Elite,661.0,Lima,Peru,Activo,App Movil
109204,Rolando,Ramírez,CC,1757514695,2002-03-08,2026-08-17,Basico,667.0,Santiago,Chile,Activo,Oficina
109205,Yaneth,Rodríguez,CC,6823145761,2008-08-14,2026-04-07,Premium,614.0,Santiago,Chile,Activo,Corresponsal Bancario
109206,Mateo,Martínez,CC,2514464841,1976-01-20,2025-10-09,Estandar,656.0,Cali,Colombia,Activo,Portal Web
109207,Lorena,Sarmiento,CC,2697179328,2008-07-24,2026-08-24,Premium,612.0,Barranquilla,Colombia,Activo,Oficina
109208,Sebastián,Molina,CC,4271570163,1986-01-21,2026-08-19,Premium,612.0,Cali,Colombia,Activo,Portal Web
109209,Alberto,Jiménez,CC,6651122747,1978-05-12,2026-03-06,Basico,757.0,Guadalajara,Mexico,Activo,Portal Web
109210,Adriana,Agudelo,CC,7406215273,2005-11-15,2025-12-27,Basico,667.0,Barranquilla,Colombia,Activo,Portal Web
109211,César,Rivas,CC,1855695457,2000-08-29,2026-07-20,Basico,684.0,Medellin,Colombia,Activo,Corresponsal Bancario
109212,Daniel,Solano,CC,5261422079,1973-12-16,2026-01-23,Estandar,504.0,Cali,Colombia,Activo,Corresponsal Bancario
109213,José,Pérez,CC,7307220705,1982-08-01,2026-04-03,Basico,692.0,Barranquilla,Colombia,Activo,App Movil
109214,Alejandra,Alzate,CC,0263496070,1996-01-25,2026-06-25,Basico,703.0,Guadalajara,Mexico,Activo,Portal Web
109215,Álvaro,Delgado,CC,5194121031,1974-07-20,2026-08-28,Basico,610.0,Medellin,Colombia,Activo,App Movil
109216,Eugenia,Rojas,CC,3161539083,1974-06-30,2026-01-17,Basico,858.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
109217,Luz,Pérez,CC,2377964439,1985-02-11,2026-05-29,Estandar,421.0,Cali,Colombia,Activo,Corresponsal Bancario
109218,Manuel,Mercado,CC,2092371703,1999-07-13,2026-06-21,Basico,728.0,Medellin,Colombia,Inactivo,App Movil
109219,Dora,Molina,CC,7199931964,1993-04-06,2025-10-06,Premium,721.0,Barranquilla,Colombia,Activo,App Movil
109220,Luz,Flórez,CC,1500438528,1985-03-29,2026-08-30,Elite,704.0,Santiago,Chile,Activo,App Movil
109221,Mireya,García,CC,1327043917,1991-04-01,2025-10-21,Estandar,667.0,Guadalajara,Mexico,Activo,Portal Web
109222,Juan,Campo,CC,0323110938,1977-06-07,2026-01-24,Basico,705.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
109223,Fredy,Lozano,CC,1295656359,2007-05-02,2025-12-24,Basico,736.0,Guadalajara,Mexico,Activo,Portal Web
109224,Tulia,Murillo,CC,1236892975,2006-05-07,2025-09-04,Basico,577.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
